academicism	@kxdEmxsIzM	2<0>1<0>2<0	0
academy	xk@dxmi	0>1<0>0	0
acanthus	xk@nT-xs	0>1<>>0<	0
accede	@ksid-	0<>1<<	0
accelerando	aC-Elxrando	0<>2<0>1<>0	2
accelerate	IksElxret-	0<>1<0>2<<	0
accent	@ksEnt	1<>2<<	0
accentual	@ksEnCYxl	0<>1<<00<	0
accentuate	@ksEnCuet-	0<>1<>02<<	0
accept	IksEpt	0<>1<<	0
acceptance	IksEptxns-	0<>1<>0<<<	0
acceptation	@ksEpteS-xn	2<>2<>1>0<<	0
access	@ksxs-	1<>2<<	0
accessible	IksEs-xbL-	0<>1<>0>>0	0
accession	IksES--xn	0<>1<>0<<	0
accessory	IksEs-xri	0<>1<>0>0	0
accidence	@ksxdxns-	1<>0<0<<<	0
accident	@ksxdxnt	1<>0<0<<	0
accidental	@ksxdEnt-L	2<>0>1<<0<	0
acclaim	xk-le-m	0<>>1<<	0
acclamation	@k-lxmeS-xn	2<>>0>1>0<<	0
acclimate	xk-lAmxt-	0<>>1>0<<	0
acclimatize	xk-lAmxtAz-	0<>>1>0>2<<	0
acclivity	xk-lIvxti	0<>>1<0<0	0
accolade	@k-xled-	1<>0>2<<	0
accommodate	xk-am-xdet-	0<>1<>0>2<<	0
accommodation	xk-am-xdeS-xn	0<>2<>0>1>0<<	0
accompaniment	xk-xmpxnimxnt	0<>1<<0>0>0<<	0
accomplice	xk-amplxs-	0<>1<>>0<<	0
accomplish	xk-amplIS-	0<>1<>>0<<	0
accord	xk-crd	0<>1<<	0
accordance	xk-crd-Ns-	0<>1<<0<<<	0
accordion	xk-crdixn	0<>1<<00<	0
accost	xk-cst	0<>1<<	0
account	xk-W-nt	0<>1<<<	0
accountant	xk-W-nt-Nt	0<>1<<<0<<	0
accoutre	xk-u-tR-	0<>1<<>0	0
accredit	xk-rEdxt	0<>>1<0<	0
accretion	xk-riS-xn	0<>>1>0<<	0
accrue	xk-ru-	0<>>1<	0
acculturation	xk-^lCxreS-xn	0<>2<>0>1>0<<	0
accumulate	xk-YmYlet-	0<>1>0>2<<	0
accuracy	@k-yrxsi	1<>0>0>0	0
accurate	@k-yrxt-	1<>0>0<<	0
accursed	xk--Rsxd	0<>1<>0<	0
accusal	xk-Yz-L	0<>1>0<	0
accusation	@k-YzeS-xn	2<>0>1>0<<	0
accusative	xk-YzxtIv-	0<>1>0<0<<	0
accuse	xk-Yz-	0<>1<<	0
accuser	xk-Yz-R	0<>1>0<	0
accustom	xk-xstxm	0<>1<>0<	0
ace	es-	1<<	0
acerb	xs-Rb	0>1<<	0
acerbity	xs-Rbxti	0>1<>0<0	0
acetanilide	@sxt@n-LAd-	2<0>1<0<2<<	0
acetate	@sxtet-	1<0>2<<	0
acetic	xsitIk	0>1<0<	0
acetone	@sxton-	1<0>2<<	0
acetylene	xsEt-Lin-	0>1<0<0<<	0
ache	ek--	1<<<	0
achieve	xC-i-v-	0>>1<<<	0
achromatic	@k-rxm@tIk	2<>>0>1<0<	0
acid	@sxd	1<0<	0
acidic	xsIdIk	0>1<0<	0
acidity	xsIdxti	0>1<0<0	0
acidosis	@sxdosxs	2<0>1>0<	0
acidulous	xsIJxlx-s	0>1<0>0<<	0
acknowledge	Ik-na-lI-J-	0<>>1<<0<<<	0
acme	@kmi	1<>0	0
acne	@kni	1<>0	0
acolyte	@kxlAt-	1<0>2<<	0
aconite	@kxnAt-	1<0>2<<	0
acorn	ekcrn	1>2<<	0
acoustic	xku-stIk	0>1>>>0<	0
acquaint	xk-we-nt	0>>1<<<<	0
acquiesce	@k-wiEs--	2<<01<<<<	0
acquire	xk-wAr-	0>>1<<<	0
acquisition	@k-wIzIS-xn	2<>0<>1<0<<	0
acquisitive	xk-wIzxtIv-	0>>1<>0<0<<	0
acquit	xk-wIt	0>>1<<	0
acre	ekR-	1>>0	0
acreage	ekrI-J-	1<>00<<	0
acrid	@krxd	1<>0<	0
acridity	@krIdxti	0>>1<0<0	0
acrimonious	@krxmonix-s	2<>0>1>00<<	0
acrimony	@krxmoni	1<>0>2>0	0
acrobat	@krxb@t	1<>0>2<	0
acrobatic	@krxb@tIk	2<>0>1<0<	0
acrobatics	@krxb@tIks	2<>0>1<0<<	0
acronym	@krxnIm	1<>0>2<	0
acrophobia	@krxf-obix	2<>0>>1>00	0
acropolis	xkrapxlxs	0>>1<0>0<	0
across	xkrcs-	0>>1<<	0
acrostic	xkrcstIk	0>>1>>0<	0
act	@kt	1<<	0
actinic	@ktInIk	0<>1<0<	0
actinium	@ktInixm	0<>1<00<	0
action	@kS-xn	1<>0<<	0
activate	@ktxvet-	1<>0>2<<	0
active	@ktIv-	1<>0<<	0
activity	@ktIvxti	0<>1<0<0	0
actor	@kt-R	1<>0<	0
actual	@kCYxl	1<>00<	0
actuality	@kCY@lxti	2<>01<0<0	0
actually	@kCYxl-i	1<>00<>0	0
actuarial	@kCuEri-L	2<>01<00<	0
actuary	@kCuEri	1<>02<0	0
actuate	@kCuet-	1<>02<<	0
acuity	xkYxti	0>10<0	0
acumen	xkYmxn	0>1>0<	0
acute	xkYt-	0>1<<	0
ad	@d	1<	0
adage	@dIJ-	1<0<<	0
adagio	xdaJ-o	0>1<0<	0
adamant	@dxmxnt	1<0>0<<	0
adamantine	@dxm@ntin-	2<0>1<>2<<	0
adapt	xd@pt	0>1<<	0
adaptability	xd@ptxbIlxti	0>2<>0>1<0<0	0
adaptation	@d@pteS-xn	2<2<>1>0<<	0
add	@d-	1<<	0
addendum	xd-Endxm	0<>1<>0<	0
adder	@d--R	1<>0<	0
addict	@d-Ikt	1<>2<<	0
addict	xd-Ikt	0<>1<<	0
addiction	xd-IkS-xn	0<>1<>0<<	0
addition	xd-IS-xn	0<>1<0<<	0
additional	xd-IS-xn-L	0<>1<0>>0<	0
additive	@d-xtIv-	1<>0<0<<	0
addle	@d-L-	1<>>0	0
address	xd-rEs-	0<>>1<<	0
addressee	@d-rEs-i-	2<>>2<>1<	0
adduce	xd-Ys-	0<>1<<	0
adept	@dEpt	1<2<<	0
adept	xdEpt	0>1<<	0
adequate	@dIkwxt-	1<0>0<<<	0
adhere	@dhIr-	0<>1<<	0
adhesion	@dhiZ-xn	0<>1>0<<	0
adieu	xdY--	0>1<<	0
adios	@dios	2<01<	0
adipose	@dxpos-	1<0>2<<	0
adiposity	@dxpasxti	2<0>1<0<0	0
adjacent	x-Jes-Nt	0>>1<0<<	0
adjectival	@-JIktAv-L	2<<0<>1>0<	0
adjective	@-JIktIv-	1<<0<>0<<	0
adjoin	x-JO-n	0>>1<<	0
adjourn	x-J--Rn	0>>1<<<	0
adjudge	x-J^-J-	0>>1<<<	0
adjudicate	x-JudIket-	0>>1<0>2<<	0
adjudication	x-JudIkeS-xn	0>>2<0>1>0<<	0
adjunct	@-JxGkt	1<<2<<<	0
adjuration	@-JxreS-xn	2<<0>1>0<<	0
adjure	x-Jur-	0>>1<<	0
adjust	x-J^st	0>>1<<	0
adjutant	@-Jxtxnt	1<<0<0<<	0
adjuvant	@-Jxvxnt	1<<0>0<<	0
adman	@dm@n	1<>2<	0
administer	xdmInxst-R	0<>1<0>>0<	0
administrative	xdmInxstretIv-	0<>1<0>>>2<0<<	0
administrator	xdmInxstret-R	0<>1<0>>>2<0<	0
admirable	@dmxrxbL-	1<>0>0>>0	0
admiral	@dmxr-L	1<>0>0<	0
admiration	@dmxreS-xn	2<>0>1>0<<	0
admire	xdmAr-	0<>1<<	0
admirer	xdmAr-R	0<>1<0<	0
admissible	xdmIs-xbL-	0<>1<>0>>0	0
admission	xdmIS--xn	0<>1<>0<<	0
admit	xdmIt	0<>1<	0
admittance	xdmIt--Ns-	0<>1<>0<<<	0
admix	@dmIX	0<>1<	0
admixture	@dmIXC-R-	0<>1<>0<<	0
admonish	@dmanIS-	0<>1<0<<	0
admonition	@dmxnIS-xn	2<>0>1<0<<	0
admonitory	@dmanxtori	0<>1<0>2<0	0
ado	xdu	0>1	0
adobe	xdobi	0>1>0	0
adolescence	@d-LEs--Ns-	2<0<1<<0<<<	0
adopt	xdapt	0>1<<	0
adoptive	xdaptIv-	0>1<>0<<	0
adorable	xdorxbL-	0>1<0>>0	0
adoration	@dxreS-xn	2<0>1>0<<	0
adore	xdor-	0>1<<	0
adorn	xdcrn	0>1<<	0
adrenal	xdrin-L	0>>1<0<	0
adrift	xdrIft	0>>1<<	0
adroit	xdrO-t	0>>1<<	0
adsorb	@dscrb	0<>1<<	0
adulation	@JxleS-xn	2<0>1>0<<	0
adult	xd^lt	0>1<<	0
adulterant	xd^ltxrxnt	0>1<>0>0<<	0
adulterate	xd^ltxret-	0>1<>0>2<<	0
adultery	xd^ltxri	0>1<>0>0	0
adulthood	xd^lthU-d	0>1<<>2<<	0
adumbrate	@dxmbret-	1<0<>>2<<	0
adumbration	@dxmbreS-xn	2<0<>>1>0<<	0
advance	xdv@ns-	0<>1<<<	0
advantage	xdv@ntIJ-	0<>1<<0<<	0
advantageous	@dv@nteJx--s	2<>2<>1>0<<<	0
advent	@dvEnt	1<>2<<	0
adventitious	@dvxntIS-x-s	2<>0<>1<0<<<	0
adventure	xdvEnC-R-	0<>1<>0<<	0
adverb	@dv-Rb	1<>2<<	0
adverbial	@dv-Rbi-L	0<>1<>00<	0
adversary	@dv-RsEri	1<>0<>2<0	0
adversative	xdv-RsxtIv-	0<>1<>0<0<<	0
adverse	@dv-Rs-	1<>1<<<	0
adversity	@dv-Rsxti	0<>1<>0<0	0
advert	@dv-Rt	0<>1<<	0
advertise	@dv-RtAz-	1<>0<>2<<	0
advertisement	@dv-RtAz-mxnt	2<>0<>1<>>0<<	0
advertising	@dv-RtAzIG-	1<>0<>2>0<<	0
advice	xdvAs-	0<>1<<	0
advisable	xdvAzxbL-	0<>1>0>>0	0
advise	xdvAz-	0<>1<<	0
advisement	xdvAz-mxnt	0<>1<>>0<<	0
advisory	xdvAzxri	0<>1<0>0	0
advocate	@dvxkxt-	1<>0>0<<	0
adze	@dz-	1<<<	0
aegis	-iJxs	1<>0<	0
aeon	-ixn	10<<	0
aerate	@-Ret-	10<2<<	0
aeration	@-ReS-xn	20<1>0<<	0
aerial	E-ri-L	1<<00<	0
aerialist	E-rixlxst	1<<00>0<<	0
aerie	E-ri-	1<<0<	0
aero	E-ro	1<<0	0
aerobe	@-Rob-	10<2<<	0
aerobic	@-RobIk	20<1>0<	0
aerodrome	E-rxdrom-	1<<0>>2<<	0
aeronaut	E-rxnc-t	1<<0>2<<	0
aeronautics	E-rxnc-tIks	2<<0>1<<0<<	0
aeroplane	E-rxplen-	1<<0>>2<<	0
aerosol	E-rxscl	1<<0>2<	0
aerospace	E-rxspes-	1<<0>>2<<	0
aery	E-ri	1<<0	0
aesthete	E-sT-it-	1<<>>2<<	0
aesthetic	E-sT-EtIk	0<<>>1<0<	0
aestivate	E-stxvet-	1<<>0>2<<	0
aestivation	E-stxveS-xn	2<<>0>1>0<<	0
afar	xfar	0>1<	0
affability	@f-xbIlxti	2<>0>1<0<0	0
affable	@f-xbL-	1<>0>>0	0
affably	@f-xbli	1<>0>>0	0
affair	xf-@-r	0<>1<<	0
affect	xf-Ekt	0<>1<<	0
affectation	@f-EkteS-xn	2<>2<>1>0<<	0
affection	xf-EkS-xn	0<>1<>0<<	0
afferent	@f-xrxnt	1<>0>0<<	0
affiance	xf-Axns-	0<>10<<<	0
affidavit	@f-xdevxt	2<>0>1>0<	0
affiliate	xf-Iliet-	0<>1<02<<	0
affinity	xf-Inxti	0<>1<0<0	0
affirm	xf--Rm	0<>1<<	0
affirmation	@f--RmeS-xn	2<>0<>1>0<<	0
affirmative	xf--RmxtIv-	0<>1<>0<0<<	0
affix	@f-IX	1<>2<	0
affix	xf-IX	0<>1<	0
afflatus	xf-letxs	0<>>1<0<	0
afflict	xf-lIkt	0<>>1<<	0
affluence	@f-luxns-	1<>>20<<<	0
afford	xf-ord	0<>1<<	0
affray	xf-re-	0<>>1<	0
affright	xf-rA--t	0<>>1<<<	0
affront	xf-r^nt	0<>>1<<	0
afghan	@fg-@n	1<>>2<	0
afghani	@fg-@ni	0<>>1<0	0
aficionado	xfIsixnado	0>2<00>1<0	0
afield	xfi-ld	0>1<<<	0
afire	xfAr-	0>1<<	0
aflame	xflem-	0>>1<<	0
afloat	xflo-t	0>>1<<	0
aflutter	xfl^t--R	0>>1<>0<	0
afoot	xfU-t	0>1<<	0
aforementioned	xfor-mEnC-xn-d	0>1<>>2<>0<<<<	0
aforesaid	xfor-sE-d	0>1<>>2<<	0
afoul	xfW-l	0>1<<	0
afraid	xfre-d	0>>1<<	0
afresh	xfrES-	0>>1<<	0
african	@frIkxn	1<>0>0<	0
afrikaans	@frIka-ns	2<>0>1<<<	0
aft	@ft	1<<	0
after	@ft-R	1<>0<	0
afterbirth	@ft-Rb-RT-	1<>0<>2<<<	0
aftermath	@ft-Rm@T-	1<>0<>2<<	0
afternoon	@ft-Rnu-n	2<>0<>1<<	0
afterthought	@ft-RT-c---t	1<>0<>>2<<<<	0
afterward	@ft-Rw-Rd	1<>0<>0<<	0
again	xgE-n	0>1<<	0
against	xgE-nst	0>1<<<<	0
agape	agape	0>1<0	0
agape	xgep-	0>1<<	0
agate	@gxt-	1<0<<	0
agave	xgavi	0>1<0	0
age	eJ-	1<<	0
ageless	eJ-lxs-	1<<>0<<	0
agency	eJxnsi	1>0<>0	0
agenda	xJEndx	0>1<>0	0
agent	eJxnt	1>0<<	0
agglomerate	xg-lamxret-	0<>>1<0>2<<	0
agglutinate	xg-lut-Net-	0<>>1<0<2<<	0
aggrandize	xg-r@ndAz-	0<>>1<>2<<	0
aggrandizement	xg-r@ndxz-mxnt	0<>>1<>0<>>0<<	0
aggravate	@g-rxvet-	1<>>0>2<<	0
aggravation	@g-rxveS-xn	2<>>0>1>0<<	0
aggregate	@g-rIgxt-	1<>>0>0<<	0
aggregation	@g-rIgeS-xn	2<>>0>1>0<<	0
aggression	xg-rES--xn	0<>>1<>0<<	0
aggrieve	xg-ri-v-	0<>>1<<<	0
aghast	xg-@st	0>>1<<	0
agile	@J-L-	1<<>0	0
agility	xJIlxti	0>1<0<0	0
agitate	@Jxtet-	1<0>2<<	0
agitation	@JxteS-xn	2<0>1>0<<	0
agitator	@Jxtet-R	1<0>2<0<	0
agleam	xgli-m	0>>1<<	0
aglitter	xglIt--R	0>>1<>0<	0
aglow	xglo-	0>>1<	0
agnostic	@gnastIk	0<>1<>0<	0
ago	xgo	0>1	0
agog	xgag	0>1<	0
agonize	@gxnAz-	1<0>2<<	0
agony	@gxni	1<0>0	0
agora	agxra	2<0>1	0
agoraphobia	@gxrxf-obix	2<0>0>>1>00	0
agrarian	xgrErixn	0>>1<00<	0
agree	xgri-	0>>1<	0
agricultural	@grIk^lCxr-L	2<>0>1<<0>0<	0
agriculture	@grIk^lC-R-	1<>0>2<>0<<	0
aground	xgrW-nd	0>>1<<<	0
ague	egY-	1>0<	0
ahead	xhE-d	0>1<<	0
ahoy	xhO-	0>1<	0
aid	e-d	1<<	0
aide	e-d-	1<<<	0
aigrette	e-grEt--	1<>>1<<<	0
ail	e-l	1<<	0
aileron	e-lxran	1>>0>2<	0
ailment	e-lmxnt	1<<>0<<	0
aim	e-m	1<<	0
air	@-r	1<<	0
aircraft	@-rkr@ft	1<<>>2<<	0
airlift	@-rlIft	1<<>2<<	0
airliner	@-rlAn-R	1<<>2>0<	0
airmail	@-rme-l	1<<>2<<	0
airy	@-ri	1<<0	0
aisle	-A-l-	1<<<<	0
ajar	xJar	0>1<	0
akimbo	xkImbo	0>1<>0	0
akin	xkIn	0>1<	0
alabaster	@lxb@st-R	1<0>2<>0<	0
alacrity	xl@krxti	0>1<>0<0	0
alarm	xlarm	0>1<<	0
albacore	@lbxkor-	1<>0>2<<	0
albanian	@lbenixn	0<>1>00<	0
albatross	@lbxtrcs-	1<>0>>2<<	0
albeit	@lbixt	0<>10<	0
albinism	@lbxnIzM	1<>0>2<0	0
albino	@lbAno	0<>1>0	0
album	@lbxm	1<>0<	0
albumen	@lbYmxn	0<>1>0<	0
albumin	@lbYmxn	0<>1>0<	0
alcalde	@lkaldi	0<>1<>0	0
alcazar	@lk@z-R	0<>1<0<	0
alchemical	@lk-EmIk-L	0<>>1<0>0<	0
alchemist	@lk-xmxst	1<>>0>0<<	0
alchemy	@lk-xmi	1<>>0>0	0
alcohol	@lkxhcl	1<>0>2<	0
alcoholic	@lkxhclIk	2<>0>1<0<	0
alcoholism	@lkxhclIzM	1<>0>2<2<0	0
alcove	@lkov-	1<>2<<	0
alder	cld-R	1<>0<	0
alderman	cld-Rmxn	1<>0<>0<	0
ale	el-	1<<	0
alee	xli-	0>1<	0
alehouse	el-hW-s-	1<>>2<<<	0
alembic	xlEmbIk	0>1<>0<	0
alert	xl-Rt	0>1<<	0
alexandrian	@lI#@ndrixn	2<0<1<>>00<	0
alfalfa	@lf@lfx	0<>1<>0	0
alfresco	@lfrEsko	0<>>1<>0	0
alga	@lgx	1<>0	0
algae	@lJ-i	1<>2<	0
algebra	@lJxbrx	1<>0>>0	0
algebraic	@lJxbreIk	2<>0>>10<	0
algerian	@lJIrixn	0<>1<00<	0
alias	elixs	1>00<	0
alibi	@lxbA	1<0>2	0
alien	elixn	1>00<	0
alienable	elyxnxbL-	1<0>>0>>0	0
alienation	elixneS-xn	2>00>1>0<<	0
alienist	elixnxst	1>00>0<<	0
alight	xlA--t	0>1<<<	0
alike	xlAk-	0>1<<	0
aliment	@lxmxnt	1<0>0<<	0
alimentary	@lxmEntxri	2<0>1<>0>0	0
alimony	@lxmoni	1<0>2>0	0
aline	xlAn-	0>1<<	0
alit	xlIt	0>1<	0
alive	xlAv-	0>1<<	0
alkali	@lkxlA	1<>0>2	0
alkalinity	@lkxlInxti	2<>0>1<0<0	0
alkalinize	@lkxlxnAz-	1<>0>0>2<<	0
alkalize	@lkxlAz-	1<>0>2<<	0
alkaloid	@lkxlO-d	1<>0>2<<	0
alkyd	@lkxd	1<>0<	0
all	cl-	1<<	0
allah	@l-x-	1<>0<	0
allay	xl-e-	0<>1<	0
allegation	@l-IgeS-xn	2<>0>1>0<<	0
allege	xl-EJ-	0<>1<<	0
allegedly	xl-EJxdli	0<>1<0<>0	0
allegiance	xl-iJ-xns-	0<>1>0<<<<	0
allegorical	@l-xgcrIk-L	2<>0>1<0>0<	0
allegory	@l-xgori	1<>0>2<0	0
allegro	xl-Egro	0<>1<>0	0
alleluia	@l-xluyx	2<>0>10<	0
allergen	@l--RJxn	1<>0<>0<	0
allergenic	@l--RJEnIk	2<>0<>1<0<	0
allergic	xl--RJIk	0<>1<>0<	0
allergist	@l--RJxst	1<>0<>0<<	0
allergy	@l--RJi	1<>0<>0	0
alleviate	xl-iviet-	0<>1>02<<	0
alleviation	xl-ivieS-xn	0<>2>01>0<<	0
alley	@l-i-	1<>0<	0
allhallows	cl-h@l-o-z	0<>>1<>0<<	0
alliance	xl-Axns-	0<>10<<<	0
allied	xl-A-d	0<>1<<	0
alligator	@l-xget-R	1<>0>2<0<	0
alliterate	xl-Itxret-	0<>1<0>2<<	0
alliteration	xl-ItxreS-xn	0<>2<0>1>0<<	0
allocate	@l-xket-	1<>0>2<<	0
allocation	@l-xkeS-xn	2<>0>1>0<<	0
allot	xl-at	0<>1<	0
allow	xl-W-	0<>1<	0
alloy	@l-O-	1<>2<	0
allspice	cl-spAs-	1<>>>2<<	0
allude	xl-ud-	0<>1<<	0
allure	xl-Ur-	0<>1<<	0
alluvium	xl-uvixm	0<>1>00<	0
ally	@l-A	1<>2	0
ally	xl-A	0<>1	0
almanac	clmxn@k	1<>0>2<	0
almighty	clmA--ti	0<>1<<<0	0
almond	a-mxnd	1<<0<<	0
almoner	@lmxn-R	1<>0>0<	0
almost	clmost	1<>2<<	0
alms	a-mz	1<<<	0
aloe	@lo-	1<0<	0
aloft	xlcft	0>1<<	0
aloha	xlo-x	0>1<0	0
alone	xlon-	0>1<<	0
along	xlcG-	0>1<<	0
alongshore	xlcG-S-or-	0>1<>>>1<<	0
alongside	xlcG-sAd-	0>1<>>2<<	0
aloof	xlu-f	0>1<<	0
aloud	xlW-d	0>1<<	0
alp	@lp	1<<	0
alpaca	@lp@kx	0<>1<0	0
alpenhorn	@lpxnhcrn	1<>0<>2<<	0
alpenstock	@lpxnstak-	1<>0<>>2<<	0
alphabet	@lf-xbEt	1<>>0>2<	0
alphabetic	@lf-xbEtIk	2<>>0>1<0<	0
alphabetize	@lf-xbxtAz-	1<>>0>0>2<<	0
alphorn	@lphcrn	1<<>2<<	0
alpine	@lpAn-	1<>2<<	0
already	clrE-di	0<>1<<0	0
also	clso	1<>0	0
altar	clt-R	1<>0<	0
alter	clt-R	1<>0<	0
alteration	cltxreS-xn	2<>0>1>0<<	0
altercation	clt-RkeS-xn	2<>0<>1>0<<	0
alternate	clt-Rnxt-	1<>0<>0<<	0
alternation	clt-RneS-xn	2<>0<>1>0<<	0
alternative	clt-RnxtIv-	0<>1<>0<0<<	0
altho	clD-o	0<>>1	0
altimeter	@ltImxt-R	0<>1<0<0<	0
altitude	@ltxtYd-	1<>0>2<<	0
alto	@lto	1<>0	0
altogether	cltxgED--R	2<>0>1<<0<	0
altruism	@ltrUIzM	1<>>02<0	0
altruistic	@ltrUIstIk	2<>>01<>0<	0
alum	@lxm	1<0<	0
alumina	xlumxnx	0>1>0>0	0
aluminium	@lYmInixm	2<0>1<00<	0
aluminum	xlumxnxm	0>1>0>0<	0
alumna	xl^mnx	0>1<>0	0
alumnus	xl^mnxs	0>1<>0<	0
always	clwe-z	1<>0<<	0
am	@m	0<	0
amah	amx-	1<0<	0
amain	xme-n	0>1<<	0
amalgam	xm@lgxm	0>1<>0<	0
amalgamate	xm@lgxmet-	0>1<>0>2<<	0
amanuensis	xm@nYEnsxs	0>2<01<>0<	0
amaranth	@mxr@nT-	1<0>2<<<	0
amaranthine	@mxr@nT-xn-	2<0>1<>>0<<	0
amaryllis	@mxrIl-xs	2<0>1<>0<	0
amass	xm@s-	0>1<<	0
amateur	@mxt--R	1<0>2<<	0
amateurish	@mxt--RIS-	2<0>1<<0<<	0
amateurism	@mxt--RIzM	1<0>2<<2<0	0
amatory	@mxtori	1<0>2<0	0
amaze	xmez-	0>1<<	0
amazon	@mxzan	1<0>2<	0
amazonian	@mxzonixn	2<0>1>00<	0
ambassador	@mb@s-xd-R	0<>1<>0<0<	0
amber	@mb-R	1<>0<	0
ambergris	@mb-RgrIs	1<>0<>>2<	0
ambidextrous	@mbIdEXtrx-s	2<>0>1<>>0<<	0
ambient	@mbixnt	1<>00<<	0
ambiguity	@mbxgYxti	2<>0>10<0	0
ambiguous	@mbIgYx-s	0<>1<00<<	0
ambition	@mbIS-xn	0<>1<0<<	0
ambitious	@mbIS-x-s	0<>1<0<<<	0
ambivalence	@mbIvxlxns-	0<>1<0>0<<<	0
amble	@mbL-	1<>>0	0
ambrosia	@mbroZix	0<>>1>00	0
ambulance	@mbYlxns-	1<>0>0<<<	0
ambulatory	@mbYlxtori	1<>0>0>2<0	0
ambuscade	@mbxsked-	1<>0>>2<<	0
